0185,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,9.59
0116,COC1=C(C=CC(=C1)CCN)O,5.12
0112,C1=NC2=C(N1)C(=O)NC(=O)N2,6.47
0378,C(CC(=O)O)C(=O)O,11.658
0184,C(C(C(C(CO)O)O)O)O,5.55
0185,C(CC(=O)C(=O)O)CC(=O)O,8.87
0183,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,11.29
0121,C[N+](C)(C)CCCCC(C(=O)[O-])N,22.41
0103,CC(=O)NCCCNCCCCNCCCN,7.83
0183,C1=CC=C(C=C1)C=CC(=O)O,0.69
0185,C1=NC2=C(N1)C(=O)NC=N2,6.25
0177,C1=CN=C2C(=N1)C(=O)NC(=N2)N,5.74
0378,C(C(C(=O)O)N)SSCC(C(=O)O)N,11.567
0104,C1=CC=C2C(=C1)C=CC=N2,3.28
0178,CC1C(NC(=O)N1)CCCCCC(=O)O,5.69
0185,C1=CC(=C(C=C1C(CO)O)O)O,6.22
0373,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,8.692
0184,COC(=O)CCCC(=O)O,2.07
0185,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,1.26
0166,C1=CC=C(C(=C1)CCC(=O)[O-])O,1.21
0170,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,0.86
0044,CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,10.36
0378,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,9.708
0044,C1=C(OC(=C1)C(=O)O)CO,4.31
0373,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,14.192
0121,C1=C(NC(=O)N=C1)N,4.98
0113,C1=CC(=CN=C1)C(=O)N,1.1
0111,C(C(C(C(C(C(=O)O)N)O)O)O)O,14.53
0109,C(C(C(=O)O)N=C(N)N)C(=O)O,12.99
0185,C1=CC(=O)NC(=C1)O,6.67
0109,C1=CN=C2C(=N1)C(=O)NC(=N2)N,3.51
0183,CC(C(=O)C)O,8.78
0185,C1=CC(=CN=C1)C(=O)[O-],5.76
0044,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,9.43
0165,CC(=O)NC(CCCCN)C(=O)O,14.36
0114,CSC1=NC=NC2=C1NC=N2,1.05
0044,CN1C=NC2=C1C(=O)NC(=N2)N,9.77
0282,CN1C(CCC1=O)C2=CN=CC=C2,7.048571429
0110,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,12.28
0044,C(CCNCCCN)CN,19.54
0184,C(CS(=O)(=O)O)N,8.33
0044,CC(=O)NC1C(C(C(OC1O)CO)O)O,10.99
0044,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O,10.27
0183,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,6.01
0282,CC(=CC(=O)NC)OP(=O)(OC)OC,2.85
0044,CC1C(C(C(C(O1)O)O)O)O,8.86
0172,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC,8.59
0044,CCCCCCCCCCCCCCCC(C(CO)N)O,9.91
0176,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,1.11
0107,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,12.05
0104,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,16.74
0178,C12=C(NC(=O)N1)NC(=O)NC2=O,11.57
0374,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,6.275
0170,C1=CC=C2C(=C1)C=CC(=C2[O-])C(=O)O,0.68
0160,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN,15.39
0108,C1=NC2=C(N1)C(=O)NC=N2,2.49
0183,COC1=C(C=CC(=C1)CC(=O)O)O,1.59
0044,C1=CC(=C(C=C1C(=O)O)O)O,2.14
0183,C(C(C1C(C(C(=O)O1)O)O)O)O,3.12
0183,C1=CC=C(C(=C1)C(=O)O)O,0.74
